Type,ID,Vendor,Title,Price,Image,Link
Motherboards,190,SilverStone,SilverStone FARA H1 M (SST-FAH1MW-G) Mesh Front M-ATX Chassis (White),"₱2,100.00",//pcx.com.ph/cdn/shop/files/1.1_e7428041-2d76-4133-8e35-a78a61847dbe.jpg?v=1695446314&width=1,/products/silverstone-fara-h1-m-sst-fah1mw-g-white-tempered-glass-mesh-front-m-atx-chassis?_pos=143&_sid=40e6b1494&_ss=r
Motherboards,192,Asus,ASUS ROG Hyperion GR701 RGB Chassis (White),"₱24,300.00",//pcx.com.ph/cdn/shop/files/CASE-ASUS-ROG-HYPERION-WHT-RGB-_GR701_-1.jpg?v=1706772648&width=1,/products/asus-rog-hyperion-gr701-rgb-chassis-white?_pos=146&_sid=40e6b1494&_ss=r
Motherboards,195,PCX,PCX GFH HYDRA (i7-5070 OC) - GeForce RTX™ 5070 OC Gaming Desktop - Powered By ASUS,"₱104,995.00",//pcx.com.ph/cdn/shop/files/PCX-GFH-HYDRA-i7-5070-OC.jpg?v=1765502369&width=1,/products/pcx-gfh-hydra-i7-5070-geforce-rtx-5070-oc-gaming-desktop-powered-by-asus?_pos=149&_sid=40e6b1494&_ss=r
Power Supply,179,Asus,ASUS Prime 750W 80+ Bronze Non-Modular Power Supply,"₱4,100.00",//pcx.com.ph/cdn/shop/files/PS-ASUS-PRIME-750W-80_-BRONZE-NON-MODULAR-1.jpg?v=1757308941&width=1,/products/asus-prime-750w-80-bronze-non-modular-power-supply?_pos=130&_sid=40e6b1494&_ss=r
Power Supply,197,Asus,ASUS ROG STRIX 1200W 80+ Platinum Fully Modular Power Supply,"₱15,750.00",//pcx.com.ph/cdn/shop/files/PS-ASUS-ROG-STRIX-1200W-80_-PLATINUM-FULL-MOD-1.jpg?v=1747806542&width=1,/products/asus-rog-strix-1200w-80-platinum-fully-modular-power-supply?_pos=151&_sid=40e6b1494&_ss=r
Cooling,191,Cooler Master,COOLER MASTER CMP 520 (CP520-KGNN-S00) Mid Tower ATX Chassis (Black),"₱3,700.00",//pcx.com.ph/cdn/shop/files/CASE-COOLER-MASTER-CMP-520-BLK-ARGB-MID-TOWER-1.jpg?v=1704421759&width=1,/products/cooler-master-cmp-520-cp520-kgnn-s00-mid-tower-atx-chassis-black?_pos=145&_sid=40e6b1494&_ss=r
Cooling,193,Cooler Master,COOLER MASTER CMP510 Mid Tower Chassis ARGB (Black),"₱3,750.00",//pcx.com.ph/cdn/shop/files/CASE-COOLER-MASTER-CMP-510-BLK-MID-TOWER-1.jpg?v=1704420424&width=1,/products/cooler-master-cmp510-mid-tower-chassis-argb-black?_pos=147&_sid=40e6b1494&_ss=r
Cooling,194,LIAN LI,LIAN LI LANCOOL II Mesh Tempered Glass Chassis (Black),"₱6,750.00",//pcx.com.ph/cdn/shop/files/CASE-LIAN-LI-LANCOOL-II-MESH-RGB-BLACK-1.jpg?v=1741673127&width=1,/products/lian-li-lancool-ii-mesh-tempered-glass-chassis-black?_pos=148&_sid=40e6b1494&_ss=r
Memory,177,G.SKILL,GSKILLS 16GB DDR4 3200MHz Ripjaws V (F4-3200C16S-16GVK) Desktop Memory,"₱5,000.00",//pcx.com.ph/cdn/shop/files/RAM-GSKILLS-16GB-DDR4-3200MHZ-_1X16GB_-1.jpg?v=1752565061&width=1,/products/gskills-16gb-ddr4-3200mhz-ripjaws-v-f4-3200c16s-16gvk-desktop-memory?_pos=128&_sid=40e6b1494&_ss=r
Memory,185,G.SKILL,GSKILLS 16GB (2x 8GB) DDR4 3200MHz Ripjaws V (F4-3200C16D-16GVKB) Desktop Memory,"₱5,500.00",//pcx.com.ph/cdn/shop/files/RAM-GSKILLS-16GB-DDR4-3200MHZ-_2X8GB_-1.jpg?v=1752565511&width=1,/products/gskills-16gb-2x-8gb-ddr4-3200mhz-ripjaws-v-f4-3200c16d-16gvkb-desktop-memory?_pos=138&_sid=40e6b1494&_ss=r
Cases,180,MSI,MSI Mag Forge 100R Tempered Glass ARGB Fans Mid-Tower Chassis (Black),"₱3,400.00",//pcx.com.ph/cdn/shop/files/CASE-MSI-MAG-FORGE-100R-TG-ARGB-BLK-1.jpg?v=1701135421&width=1,/products/msi-mag-forge-100r-tempered-glass-argb-fans-mid-tower-chassis-black?_pos=132&_sid=40e6b1494&_ss=r
Cases,181,LIAN LI,LIAN LI O11 Vison Compact Tempered Glass Tower Chassis (White),"₱7,850.00",//pcx.com.ph/cdn/shop/files/CASE-LIAN-LI-O11-VISION-COMPACT-WHITE-2.jpg?v=1741674760&width=1,/products/lian-li-o11-vison-compact-tempered-glass-tower-chassis-white?_pos=133&_sid=40e6b1494&_ss=r
Cases,198,MSI,MSI MAG FORGE 320R AIRFLOW ARGB Tempered Glass Chassis (Black),"₱3,950.00",//pcx.com.ph/cdn/shop/files/CASE-MSI-MAG-FORGE-320R-AIRFLOW-TG-ARGB-BLACK-1_6a98be23-8885-44aa-aaa2-18b2dfee7f60.jpg?v=1752498036&width=1,/products/msi-mag-forge-320r-airflow-argb-tempered-glass-chassis-black?_pos=152&_sid=40e6b1494&_ss=r
Motherboards,200,PCX,PCX GFH MORPH GALLERY Studio PC (U9-ASTRAL) GeForce RTX™ 5090 Intel® Core™ Ultra 9 Desktop - Powered by ASUS,"₱331,995.00",//pcx.com.ph/cdn/shop/files/Morph_Gallery_Astral.jpg?v=1765502517&width=1,/products/pcx-gfh-morph-gallery-u9-astral-geforce-rtx-5090-intel-core-ultra-9-desktop-powered-by-asus?_pos=154&_sid=40e6b1494&_ss=r
Power Supply,203,SilverStone,SILVERSTONE Triton 850Rx 850W Cybenetics 80+ Gold Non-Modular Power Supply,"₱4,850.00",//pcx.com.ph/cdn/shop/files/PS-SILVERSTONE-TRITON-850RX-850W-CYBENETICS-GOLD-1.jpg?v=1752546438&width=1,/products/silverstone-triton-850rx-850w-cybenetics-80-gold-non-modular-power-supply?_pos=157&_sid=40e6b1494&_ss=r
Power Supply,204,Asus,ASUS TUF GAMING 650B 650W 80+ Bronze Non-Modular Power Supply,"₱4,250.00",//pcx.com.ph/cdn/shop/files/PS-ASUS-TUF-650W-80_-BRONZE-NON-MOD-1.jpg?v=1700532458&width=1,/products/asus-tuf-gaming-650b-650w-80-bronze-non-modular-power-supply?_pos=158&_sid=40e6b1494&_ss=r
Cooling,212,SilverStone,SILVERSTONE PERMAFROST 240 ARGB (PF240-ARGB / V2 ) All-In-One CPU Liquid Cooler,"₱4,600.00",//pcx.com.ph/cdn/shop/files/FAN-SILVERSTONE-PERMAFROST-240-ARGB-AI-V2-1.jpg?v=1696925544&width=1,/products/silverstone-permafrost-240-argb-pf240-argb-v2-all-in-one-cpu-liquid-cooler?_pos=166&_sid=40e6b1494&_ss=r
Cooling,213,SilverStone,SILVERSTONE PermaFrost 120MM All-in-One ARGB CPU Cooler Fan,"₱4,050.00",//pcx.com.ph/cdn/shop/files/FAN-SILVERSTONEPERMAFROST120MMAIOARGB-3_6cfc9093-2eaa-45eb-8172-e1f29ec8c28f.jpg?v=1752498122&width=1,/products/silverstone-permafrost-120mm-all-in-one-argb-cpu-cooler-fan?_pos=167&_sid=40e6b1494&_ss=r
Cooling,218,Asus,ASUS TUF Gaming LC II 240 ARGB all-in-one liquid CPU cooler Fan,"₱6,100.00",//pcx.com.ph/cdn/shop/files/FAN-ASUS-TUF-GAMING-LC-II-240-ARGB-2_9c40d1b3-e264-44b8-92a4-fcd4a102f84e.jpg?v=1718082811&width=1,/products/asus-tuf-gaming-lc-ii-240-argb-all-in-one-liquid-cpu-cooler-fan?_pos=172&_sid=40e6b1494&_ss=r
Memory,206,G.SKILL,GSKILLS 64GB DDR5 6000MT/S TRIDENT Z5 RGB (F5-6000J3636F32GX2-TZ5RK) Desktop Memory - Black,"₱26,500.00",//pcx.com.ph/cdn/shop/files/RAM-GSKILLS-64GB-DDR5-6000MTS-TRIDENT-Z5-RGB-1.jpg?v=1761634139&width=1,/products/gskills-64gb-ddr5-6000mt-s-trident-z5-rgb-f5-6000j3636f32gx2-tz5rk-desktop-memory-black?_pos=160&_sid=40e6b1494&_ss=r
Cases,201,Thermaltake,THERMALTAKE Divider 300 Air Tempered Glass Mid Tower Chassis - Snow Edition,"₱5,550.00",//pcx.com.ph/cdn/shop/files/CASE-THERMALTAKE-DIVIDER-300-AIR-SNOW-ED.-TG-1.jpg?v=1748239733&width=1,/products/thermaltake-divider-300-air-tempered-glass-mid-tower-chassis-snow-edition?_pos=155&_sid=40e6b1494&_ss=r
Cases,199,Thermaltake,Thermaltake V150 Tempered Glass (CA-1R1-00S1WN-00) M-ATX Gaming Chassis,"₱2,900.00",//pcx.com.ph/cdn/shop/files/CASE-THERMALTAKE-V150-TG-MATX-1.jpg?v=1717653433&width=1,/products/thermaltake-v150-tempered-glass-ca-1r1-00s1wn-00-m-atx-gaming-chassis?_pos=153&_sid=40e6b1494&_ss=r
Cases,202,Asus,ASUS TUF Gaming GT302 ARGB Tempered Glass Gaming Chassis (Black),"₱7,000.00",//pcx.com.ph/cdn/shop/files/CASE-ASUS-TUF-GAMING-GT302-BLK-ARGB-TG-1.jpg?v=1740034429&width=1,/products/asus-tuf-gaming-gt302-argb-tempered-glass-gaming-chassis-black?_pos=156&_sid=40e6b1494&_ss=r
Cases,210,Asus,ASUS ROG Strix Helios GX601 RGB Tempered Glass Gaming Chassis (Black),"₱16,900.00",//pcx.com.ph/cdn/shop/files/CASE-ASUS-ROG-STRIX-HELIOS-GX601-BLK-RGB-TG-1.jpg?v=1709523165&width=1,/products/asus-rog-strix-helios-gx601-rgb-tempered-glass-gaming-chassis-black?_pos=164&_sid=40e6b1494&_ss=r
Memory,237,Storm,STORM 8GB DDR4 2666MHz (VXSTUD4) Desktop Memory,"₱1,800.00",//pcx.com.ph/cdn/shop/files/RAM-STORM-8GB-DDR4-2666MHZ.png?v=1754979373&width=1,/products/storm-8gb-ddr4-2666mhz-vxstud4-desktop-memory?_pos=1&_sid=6a0f61ee6&_ss=r
Memory,238,Kingston,KINGSTON FURY Beast 8GB DDR5 5600MT/s Desktop Memory - Black,"₱3,400.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON8GBDDR55600MTZFURYBEASTBLK1.jpg?v=1753239008&width=1,/products/kingston-fury-beast-8gb-ddr5-5600mt-s-desktop-memory-black?_pos=2&_sid=6a0f61ee6&_ss=r
Memory,239,Storm,STORM 8GB DDR4 3200MHz (VXSTUD4/VSSTUD4) Desktop Memory,"₱1,800.00",//pcx.com.ph/cdn/shop/files/RAM-STORM-8GB-DDR4-3200MHZ.png?v=1754979687&width=1,/products/storm-8gb-ddr4-3200mhz-vxstud4-vsstud4-desktop-memory?_pos=3&_sid=6a0f61ee6&_ss=r
Memory,240,TEAM GROUP,TEAMGROUP 8GB DDR4 3200MHz (TPD48G3200HC22BK) ELITE Desktop Memory,"₱2,300.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-16GB-DDR4-3200MHZ-ELITE-1.jpg?v=1752573078&width=1,/products/teamgroup-8gb-ddr4-3200mhz-elite-desktop-memory?_pos=4&_sid=6a0f61ee6&_ss=r
Memory,241,TEAM GROUP,TEAMGROUP 8GB DDR4 3200MHz ELITE Desktop Memory - Red/Black,"₱2,300.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-8GB-DDR4-3200MHZ-ELITE-RED-1.jpg?v=1752570425&width=1,/products/teamgroup-8gb-ddr4-3200mhz-elite-desktop-memory-red-black?_pos=5&_sid=6a0f61ee6&_ss=r
Memory,242,Storm,STORM 8GB DDR4 3200MHz with Heat Sink (VXSTUBGHD4/VSSTBGHUD4) Desktop Memory,"₱1,900.00",//pcx.com.ph/cdn/shop/files/RAM-STORM-8GB-DDR4-3200MHZ-WHS-1.png?v=1754980531&width=1,/products/storm-8gb-ddr4-3200mhz-with-heat-sink-vxstubghd4-vsstbghud4-desktop-memory?_pos=6&_sid=6a0f61ee6&_ss=r
Storage,231,Western Digital (WD),WESTERN DIGITAL 250GB BLK SN770 NVME PCIE M.2 (WDS250G3X0E) Solid State Drive,"₱2,500.00",//pcx.com.ph/cdn/shop/files/1.SSD-WDGTL-250GB-BLK-SN770-NVME-PCIE-M.2.jpg?v=1692253126&width=1,/products/western-digital-250gb-blk-sn770-nvme-pcie-m-2-wds250g3x0e-solid-state-drive?_pos=185&_sid=40e6b1494&_ss=r
Processors,233,AMD,AMD Ryzen™ 7 7800X3D (4.2GHz) Gaming Desktop Processor,"₱29,900.00",//pcx.com.ph/cdn/shop/files/CPU-AMD-RYZEN-7-7800X3D-_4.2GHZ_-1.jpg?v=1723772338&width=1,/products/amd-ryzen-7-7800x3d-4-2ghz-gaming-desktop-processor?_pos=189&_sid=40e6b1494&_ss=r
Processors,234,AMD,AMD Ryzen™ 9 9900X3D Gaming and Content Creation Processor,"₱40,400.00",//pcx.com.ph/cdn/shop/files/CPU-AMD-RYZEN-9-9900X3D-1.jpg?v=1742435641&width=1,/products/amd-ryzen-9-9900x3d-gaming-and-content-creation-processor?_pos=190&_sid=40e6b1494&_ss=r
Power Supply,223,SilverStone,SILVERSTONE SST-ST50F-ES230 500W 80+ True Rated Power Supply,"₱1,995.00",//pcx.com.ph/cdn/shop/files/PS-SILVERSTONE-SST-ST50F-ES230-500W-80_-1.jpg?v=1699581928&width=1,/products/silverstone-sst-st50f-es230-500w-80-true-rated-power-supply?_pos=177&_sid=40e6b1494&_ss=r
Power Supply,226,SilverStone,SILVERSTONE Strider SST-ST650-EFA 650W 80+ True Rated Power Supply,"₱2,550.00",//pcx.com.ph/cdn/shop/files/PS-SILVERSTONE-STRIDER-SST-ST650-EFA-650W-80_-5.jpg?v=1746412869&width=1,/products/silverstone-strider-sst-st650-efa-650w-80-true-rated-power-supply?_pos=180&_sid=40e6b1494&_ss=r
Cases,220,Thermaltake,THERMALTAKE Commander G33 ARGB Tempered Glass Mid Tower Chassis,"₱5,200.00",//pcx.com.ph/cdn/shop/files/CASE-THERMALTAKE-COMMANDER-G33-ARGB-TG-1.jpg?v=1699346799&width=1,/products/thermaltake-commander-g33-argb-tg-mid-tower-chassis?_pos=174&_sid=40e6b1494&_ss=r
Cases,221,Thermaltake,THERMALTAKE Divider 300 Air Tempered Glass Mid Tower Chassis (Black),"₱5,550.00",//pcx.com.ph/cdn/shop/files/CASE-THERMALTAKE-DIVIDER-300-AIR-BLK-TG-1.jpg?v=1699345012&width=1,/products/thermaltake-divider-300-air-tg-mid-tower-chassis-black?_pos=175&_sid=40e6b1494&_ss=r
Cases,222,Thermaltake,THERMALTAKE Commander G32 Tempered Glass ARGB Mid-Tower Chassis,"₱5,400.00",//pcx.com.ph/cdn/shop/files/CASE-THERMALTAKE-COMMANDER-G32-ARGB-TG-1.jpg?v=1748238646&width=1,/products/thermaltake-commander-g32-tempered-glass-argb-mid-tower-chassis?_pos=176&_sid=40e6b1494&_ss=r
Cases,236,SilverStone,SILVERSTONE FARA R1 V2 TG Mesh Front Mid-Tower ATX Chassis (White),"₱2,700.00",//pcx.com.ph/cdn/shop/files/CASE-SILVERSTONE-FARA-R1-V2-TG-MESH-WHT-1.jpg?v=1698025676&width=1,/products/silverstone-fara-r1-v2-tg-mesh-front-mid-tower-atx-chassis-white?_pos=195&_sid=40e6b1494&_ss=r
Cases,229,Cougar,COUGAR FV270 RGB MID Curved Tempered Glass - Black,"₱10,450.00",//pcx.com.ph/cdn/shop/files/CASE-COUGARFV270RGBMIDTGCURVEDGLASSBLACK1.jpg?v=1757986274&width=1,/products/cougar-fv270-rgb-mid-curved-tempered-glass-black?_pos=183&_sid=40e6b1494&_ss=r
Cases,230,Cougar,COUGAR FV270 RGB MID Curved Tempered Glass - White,"₱10,750.00",//pcx.com.ph/cdn/shop/files/CASE-COUGARFV270RGBMIDTGCURVEDGLASSWHITE1.jpg?v=1757989704&width=1,/products/cougar-fv270-rgb-mid-curved-tempered-glass-white?_pos=184&_sid=40e6b1494&_ss=r
Memory,243,TEAM GROUP,TEAMGROUP 16GB (2x8GB) DDR4 3600MHz VULCAN Z Desktop Memory - Gray,"₱4,600.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-16GB-DDR4-3600MHZ-VULCAN-Z-_2X8_-1.jpg?v=1752561429&width=1,/products/teamgroup-16gb-2x8gb-ddr4-3600mhz-vulcan-z-desktop-memory-gray?_pos=7&_sid=6a0f61ee6&_ss=r
Memory,244,Supersonic,SUPERSONIC 16GB DDR4 3200MHz (SU2G6541G0732SC) Desktop Memory,"₱4,000.00",//pcx.com.ph/cdn/shop/files/RAM-SUPERSONIC-16GB-DDR4-3200MHZ.png?v=1754980770&width=1,/products/supersonic-16gb-ddr4-3200mhz-su2g6541g0732sc-desktop-memory?_pos=8&_sid=6a0f61ee6&_ss=r
Memory,245,Apacer,APACER Panther 16GB DDR5 6000MHz W/ Heatsink (AH5U16G60C6227BAA-1) Desktop Memory - Black,"₱5,000.00",//pcx.com.ph/cdn/shop/files/RAM-APACER-16GB-DDR5-6000MHZ-PANTHER-W-HS.jpg?v=1762414169&width=1,/products/apacer-panther-16gb-ddr5-6000mhz-w-heatsink-ah5u16g60c6227baa-1-desktop-memory-black?_pos=10&_sid=6a0f61ee6&_ss=r
Memory,246,GSKILLS,GSKILLS Ripjaws M5 Neo RGB 32GB (2X16GB) 6000Mhz DDR5 Desktop Memory - Black,"₱13,000.00",//pcx.com.ph/cdn/shop/files/RAM-GSKILLS32GBDDR56000MHZRIPJAWSM5NEORGB1.jpg?v=1763366136&width=1,/products/gskills-ripjaws-m5-neo-rgb-32gb-2x16gb-6000mhz-ddr5-desktop-memory-black?_pos=12&_sid=6a0f61ee6&_ss=r
Memory,247,TEAM GROUP,TEAMGROUP 64GB (2x 32GB) DDR5 6000MHz DELTA RGB Desktop Memory - Black,"₱23,900.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-64GB-DDR5-6000MHZ-DELTA-RGB-BK_2X32_-1_d06834e5-af4d-46ad-9ccb-cef281f6f1d0.jpg?v=1759215198&width=1,/products/teamgroup-64gb-2x-32gb-ddr5-6000mhz-delta-rgb-desktop-memory-black?_pos=14&_sid=6a0f61ee6&_ss=r
Memory,248,TEAM GROUP,TEAMGROUP 64GB (2x 32GB) DDR5 6000MHz DELTA RGB Desktop Memory - White,"₱23,900.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-64GB-DDR5-6000MHZ-DELTA-RGB-WH_2X32_-1.jpg?v=1759215619&width=1,/products/teamgroup-64gb-2x-32gb-ddr5-6000mhz-delta-rgb-desktop-memory-white?_pos=17&_sid=6a0f61ee6&_ss=r
Memory,249,ADATA,ADATA 8GB DDR4 3200MHz XPG GAMMIX D35 (AX4U32008G16A-SBKD35) Desktop Memory,"₱2,000.00",//pcx.com.ph/cdn/shop/files/RAM-ADATA-8GB-DDR4-3200MHZ-XPG-GAMMIX-D35-1.jpg?v=1723708724&width=1,/products/adata-8gb-ddr4-3200mhz-xpg-gammix-d35-ax4u32008g16a-sbkd35-desktop-memory?_pos=18&_sid=6a0f61ee6&_ss=r
Memory,250,TEAM GROUP,TEAMGROUP 16GB DDR4 3200MHz (TPD416G3200HC22BK) ELITE Desktop Memory,"₱4,500.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-16GB-DDR4-3200MHZ-ELITE-1_e9ad0b7d-1530-4aa4-aee0-45d735d8a37c.jpg?v=1752573146&width=1,/products/teamgroup-16gb-ddr4-3200mhz-elite-desktop-memory?_pos=19&_sid=6a0f61ee6&_ss=r
Memory,251,TEAM GROUP,TEAMGROUP 16GB DDR4 3200MHz ELITE Desktop Memory - Red,"₱4,500.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-16GB-DDR4-3200MHZ-ELITE-RED-1.jpg?v=1752568669&width=1,/products/teamgroup-16gb-ddr4-3200mhz-elite-desktop-memory-red-black?_pos=21&_sid=6a0f61ee6&_ss=r
Memory,252,AGI,AGI Gear 16GB DDR4 3200MHz CL22 UDIMM Desktop Memory,"₱4,000.00",//pcx.com.ph/cdn/shop/files/RAM-AGI-16GB-DDR4-3200MHZ-GEAR-1_f6336f14-231f-4364-8429-f73a70957b55.jpg?v=1751882592&width=1,/products/agi-gear-16gb-ddr4-3200mhz-cl22-udimm-desktop-memory?_pos=22&_sid=6a0f61ee6&_ss=r
Memory,253,TEAM GROUP,TEAMGROUP 8GB DDR4 3600MHz VULCAN TUF Gaming Alliance Desktop Memory - Yellow,"₱2,400.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-8GB-DDR4-3600MHZ-VULCAN-TUF-1.jpg?v=1752559267&width=1,/products/teamgroup-8gb-ddr4-3600mhz-vulcan-tuf-gaming-alliance-desktop-memory-yellow?_pos=23&_sid=6a0f61ee6&_ss=r
Memory,254,Kingston,KINGSTON FURY™ Beast 32GB DDR4 3200MT/S Desktop Memory,"₱9,200.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-32GB-DDR4-3200MTS-FURY-BEAST-1.jpg?v=1750995825&width=1,/products/kingston-fury-beast-32gb-ddr4-3200mt-s-desktop-memory?_pos=24&_sid=6a0f61ee6&_ss=r
Memory,255,Apacer,APACER Panther 32GB (2x 16GB) DDR5 6000MHz RGB W/ Heatsink (AH5U32G60C6229BAA-2) Desktop Memory - Black,"₱8,800.00",//pcx.com.ph/cdn/shop/files/RAM-APACER-32GB-DDR5-6000MHZ-PANTHER-W-HS-RGB.jpg?v=1762415045&width=1,/products/apacer-panther-32gb-2x-16gb-ddr5-6000mhz-rgb-w-heatsink-ah5u32g60c6229baa-2-desktop-memory-black?_pos=26&_sid=6a0f61ee6&_ss=r
Memory,256,TEAM GROUP,TEAMGROUP 16GB (2x 8GB) DDR4 3200MHz VULCAN Z Desktop Memory - Gray,"₱4,600.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-16GB-DDR4-3200MHZ-VULCAN-Z-_2X8_-1.jpg?v=1752562693&width=1,/products/teamgroup-16gb-2x-8gb-ddr4-3200mhz-vulcan-z-desktop-memory-gray?_pos=27&_sid=6a0f61ee6&_ss=r
Memory,257,TEAM GROUP,TEAMGROUP 8GB DDR4 3600MHz VULCAN Z Desktop Memory - Gray,"₱2,400.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-8GB-DDR4-3600MHZ-VULCAN-Z-1_6e5fc7d0-c272-4fc4-a6f0-a7cd0fed0c6d.jpg?v=1752558840&width=1,/products/teamgroup-8gb-ddr4-3600mhz-vulcan-z-desktop-memory-gray?_pos=30&_sid=6a0f61ee6&_ss=r
Memory,258,TEAM GROUP,TEAMGROUP 8GB (1x8GB) DDR4 3200MHz VULCAN Z Gray (TLZGD48G3200HC16F01) Desktop Memory,"₱2,400.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-8GB-DDR4-3200MHZ-VULCAN-Z--1.jpg?v=1723705847&width=1,/products/teamgroup-8gb-1x8gb-ddr4-3200mhz-vulcan-z-gray-tlzgd48g3200hc16f01-desktop-memory?_pos=31&_sid=6a0f61ee6&_ss=r
Memory,259,Kingston,KINGSTON 8GB DDR5 5600MT/S (1x 8GB) (KVR56U46BS6/8) Desktop Memory,"₱3,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-8GB-DDR5-5600MTS-1.jpg?v=1760408611&width=1,/products/kingston-8gb-ddr5-5600mt-s-1x-8gb-kvr56u46bs6-8-desktop-memory?_pos=32&_sid=6a0f61ee6&_ss=r
Memory,260,TEAM GROUP,TEAMGROUP 16GB DDR5 6000MHz (FF3D516G6000HC38J01) T-FORCE DELTA RGB Desktop Memory,"₱6,000.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-16GB-DDR5-6000MHZ-T-FORCE-DELTA-RGB.jpg?v=1765333072&width=1,/products/teamgroup-16gb-ddr5-6000mhz-ff3d516g6000hc38j01-t-force-delta-rgb-desktop-memory?_pos=33&_sid=6a0f61ee6&_ss=r
Memory,261,Dahua,DAHUA 16GB DDR4 3200MHz C300 (DHI-DDR-C300U16G32) Desktop Memory,"₱4,000.00",//pcx.com.ph/cdn/shop/files/RAM-DAHUA-16GB-DDR4-3200MHZ-C300-1.jpg?v=1751615052&width=1,/products/dahua-16gb-ddr4-3200mhz-c300-dhi-ddr-c300u16g32-desktop-memory?_pos=36&_sid=6a0f61ee6&_ss=r
Memory,262,Dahua,DAHUA 8GB DDR5 5600Mhz C500 UDIMM Desktop Memory,"₱2,500.00",//pcx.com.ph/cdn/shop/files/RAM-DAHUA8GBDDR55600MHZC5001.jpg?v=1763428272&width=1,/products/dahua-8gb-ddr5-5600mhz-c500-udimm-memory?_pos=39&_sid=6a0f61ee6&_ss=r
Memory,263,TEAM GROUP,TEAMGROUP 64GB DDR5 6000MHZ DELTA RGB ECO Desktop Memory (Silver),"₱23,900.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-64GB-DDR5-6000MHZ-DELTA-RGB-ECO-1.jpg?v=1736230400&width=1,/products/teamgroup-64gb-ddr5-6000mhz-delta-rgb-eco-desktop-memory-silver?_pos=40&_sid=6a0f61ee6&_ss=r
Memory,264,G.SKILL,GSKILLS Trident Z5 RGB 32GB (2x 16GB) DDR5 6000MT/s Desktop Memory - Black,"₱14,000.00",//pcx.com.ph/cdn/shop/files/RAM-GSKILLS-32GB-DDR5-6000MTS-TRIDENT-Z5-RGB-CL36-1.jpg?v=1747643449&width=1,/products/gskills-trident-z5-rgb-32gb-2x-16gb-ddr5-6000mt-s-desktop-memory-black?_pos=42&_sid=6a0f61ee6&_ss=r
Memory,265,GSKILLS,GSKILLS 16GB DDR5 6000MT/S (F5-6000J3636F16GX1-TZ5RK) TRIDENT Z5 RGB Desktop Memory,"₱7,000.00",//pcx.com.ph/cdn/shop/files/RAM-GSKILLS-16GB-DDR5-6000MTS-TRIDENT-Z5-RGB.jpg?v=1765333784&width=1,/products/gskills-16gb-ddr5-6000mt-s-f5-6000j3636f16gx1-tz5rk-trident-z5-rgb-desktop-memory?_pos=43&_sid=6a0f61ee6&_ss=r
Memory,266,TEAM GROUP,TEAMGROUP 16GB (2x 8GB) DDR4 3600MHZ VULCAN TUF Gaming Alliance Desktop Memory - Yellow,"₱4,600.00",//pcx.com.ph/cdn/shop/files/RAM-TEAMGROUP-16GB-DDR4-3600MHZ-VULCAN-TUF-_2X8_-1.jpg?v=1752561850&width=1,/products/teamgroup-16gb-2x-8gbddr4-3600mhz-vulcan-tuf-gaming-alliance-desktop-memory-yellow?_pos=44&_sid=6a0f61ee6&_ss=r
Memory,267,Kingston,KINGSTON 32GB DDR5 5600MT/S Fury Beast (KF556C40BB-32) Desktop Memory - Black,"₱10,950.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-32GB-DDR5-5600MTS-FURY-BEAST-1.jpg?v=1761267744&width=1,/products/kingston-32gb-ddr5-5600mt-s-fury-beast-kf556c40bb-32-desktop-memory?_pos=46&_sid=6a0f61ee6&_ss=r
Memory,268,Kingston,KINGSTON FURY Beast 16GB (1x 16GB) DDR5 5600MHz Desktop Memory - Black,"₱6,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-16GB-DDR5-5600MHZ-FURY-BEAST-CL36-1.jpg?v=1747641682&width=1,/products/kingston-fury-beast-16gb-1x-16gb-ddr5-5600mhz-desktop-memory-black?_pos=48&_sid=6a0f61ee6&_ss=r
Memory,269,HIKSEMI,HIKSEMI 16GB DDR4 3200Mhz Armor (HSC416U32E2) Desktop Memory - White,"₱4,000.00",//pcx.com.ph/cdn/shop/files/RAM-HIKSEMI16GBDDR43200MHZARMORWHT1.jpg?v=1762326208&width=1,/products/hiksemi-16gb-ddr4-3200mhz-armor-hsc416u32e2-desktop-memory-white?_pos=50&_sid=6a0f61ee6&_ss=r
