Type,ID,Vendor,Title,Price,Image,Link
Motherboards,100,Asus,ASUS PRIME B760M-K Micro-ATX Motherboard,"₱6,800.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-PRIME-B760M-K-1.jpg?v=1751598474&width=1,/products/asus-prime-b760m-k-micro-atx-motherboard?_pos=45&_sid=40e6b1494&_ss=r
Motherboards,101,Asus,ASUS PROART Z890-CREATOR WIFI ATX Motherboard,"₱37,250.00",//pcx.com.ph/cdn/shop/files/MB-ASUSPROARTZ890-CREATORWIFI1.jpg?v=1753410135&width=1,/products/asus-proart-z890-creator-wifi-atx-motherboard?_pos=46&_sid=40e6b1494&_ss=r
Motherboards,102,Gigabyte,GIGABYTE B450M-DS3H V3 Micro-ATX Motherboard,"₱4,150.00",//pcx.com.ph/cdn/shop/files/MB-GIGABYTE-B450M-DS3H-V3-1_2a3f58d2-85a6-424f-a8a5-68be7e083b7e.jpg?v=1752498878&width=1,/products/gigabyte-b450m-ds3h-v3-micro-atx-motherboard?_pos=47&_sid=40e6b1494&_ss=r
Motherboards,103,MSI,MSI B760M GAMING PLUS WIFI D4 micro-ATX Motherboard,"₱9,900.00",//pcx.com.ph/cdn/shop/files/MB-MSI-B760M-GAMING-PLUS-WIFI-D4-1.jpg?v=1731636691&width=1,/products/msi-b760m-gaming-plus-wifi-d4-micro-atx-motherboard?_pos=48&_sid=40e6b1494&_ss=r
Motherboards,104,Gigabyte,GIGABYTE B760M-DS3H-AX Micro-ATX Motherboard,"₱8,500.00",//pcx.com.ph/cdn/shop/files/MB-GIGABYTE-B760M-DS3H-AX-1.jpg?v=1742784299&width=1,/products/gigabyte-b760m-ds3h-ax-micro-atx-motherboard?_pos=49&_sid=40e6b1494&_ss=r
Motherboards,105,MSI,MSI B450M-A PRO MAX II AMD AM4 mATX Motherboard,"₱3,200.00",//pcx.com.ph/cdn/shop/files/MB-MSI-B450M-A-PRO-MAX-II-1.jpg?v=1705716482&width=1,/products/msi-b450m-a-pro-max-ii-amd-am4-matx-motherboard?_pos=50&_sid=40e6b1494&_ss=r
Motherboards,106,Asus,ASUS ROG CROSSHAIR X870E HERO ATX Motherboard,"₱42,200.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-CROSSHAIR-X870E-HERO-1.jpg?v=1746151734&width=1,/products/asus-rog-crosshair-x870e-hero-atx-motherboard?_pos=51&_sid=40e6b1494&_ss=r
Motherboards,107,MSI,MSI PRO B760M-A Wifi (DR5) Motherboard,"₱8,550.00",//pcx.com.ph/cdn/shop/files/MB-MSIPROB760M-AWIFI_DR5_1.jpg?v=1761187972&width=1,/products/msi-pro-b760m-a-wifi-dr5-motherboard?_pos=52&_sid=40e6b1494&_ss=r
Motherboards,108,MSI,MSI MAG B650 TOMAHAWK WIFI ATX Motherboard,"₱15,100.00",//pcx.com.ph/cdn/shop/files/MB-MSI-MAG-B650-TOMAHAWK-WIFI-1.jpg?v=1742972246&width=1,/products/msi-mag-b650-tomahawk-wifi-atx-motherboard?_pos=53&_sid=40e6b1494&_ss=r
Motherboards,109,Asus,ASUS TUF GAMING X870-PLUS WIFI ATX Motherboard,"₱21,900.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-TUF-GAMING-X870-PLUS-WIFI-1.jpg?v=1732757150&width=1,/products/asus-tuf-gaming-x870-plus-wifi-atx-motherboard?_pos=54&_sid=40e6b1494&_ss=r
Motherboards,110,MSI,MSI Z890 GAMING PLUS WIFI ATX Motherboard,"₱18,400.00",//pcx.com.ph/cdn/shop/files/MB-MSI-Z890-GAMING-PLUS-WIFI-1.jpg?v=1731909579&width=1,/products/msi-z890-gaming-plus-wifi-atx-motherboard?_pos=55&_sid=40e6b1494&_ss=r
Motherboards,111,Asus,ASUS ProArt X870E-CREATOR WIFI ATX Motherboard,"₱31,100.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-PROART-X870E-CREATOR-WIFI-1.jpg?v=1727683380&width=1,/products/asus-proart-x870e-creator-wifi-atx-motherboard?_pos=56&_sid=40e6b1494&_ss=r
Motherboards,112,MSI,MSI MAG B760M MORTAR WIFI II mATX Motherboard,"₱12,200.00",//pcx.com.ph/cdn/shop/files/MB-MSI-MAG-B760M-MORTAR-WIFI-II-1.jpg?v=1712821662&width=1,/products/msi-mag-b760m-mortar-wifi-ii-matx-motherboard?_pos=57&_sid=40e6b1494&_ss=r
Motherboards,113,Asus,ASUS TUF GAMING B760M-PLUS WIFI II MIcro-ATX Motherboard,"₱13,000.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-TUF-GAMING-B760M-PLUS-WIFI-II--1.jpg?v=1748851695&width=1,/products/asus-tuf-gaming-b760m-plus-wifi-ii-micro-atx-motherboard?_pos=58&_sid=40e6b1494&_ss=r
Motherboards,114,Gigabyte,GIGABYTE B550M-DS3H-AC R2 micro-ATX Motherboard,"₱6,200.00",//pcx.com.ph/cdn/shop/files/MB-GIGABYTEB550M-DS3H-ACR21.jpg?v=1761099805&width=1,/products/gigabyte-b550m-ds3h-ac-r2-micro-atx-motherboard?_pos=59&_sid=40e6b1494&_ss=r
Motherboards,115,Asus,ASUS PRIME B550M-K ARGB Micro-ATX Motherboard,"₱4,950.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-PRIME-B550M-K-ARGB-1.jpg?v=1751599556&width=1,/products/asus-prime-b550m-k-argb-micro-atx-motherboard?_pos=60&_sid=40e6b1494&_ss=r
Motherboards,116,Gigabyte,GIGABYTE H410M-S2H V3 Motherboard,"₱3,500.00",//pcx.com.ph/cdn/shop/files/MB-GIGABYTE-H410M-S2H-V3-1.jpg?v=1698713368&width=1,/products/gigabyte-h410m-s2h-v3-motherboard?_pos=61&_sid=40e6b1494&_ss=r
Motherboards,117,MSI,MSI MAG B760 TOMAHAWK WIFI ATX Motherboard,"₱14,150.00",//pcx.com.ph/cdn/shop/files/MB-MSI-MAG-B760-TOMAHAWK-WIFI-1.jpg?v=1705717244&width=1,/products/msi-mag-b760-tomahawk-wifi-atx-motherboard?_pos=62&_sid=40e6b1494&_ss=r
Motherboards,118,Asus,ASUS ROG STRIX B850-A GAMING WIFI ATX Motherboard,"₱18,800.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-STRIX-B850-A-GAMING-WIFI-1.jpg?v=1742436559&width=1,/products/asus-rog-strix-b850-a-gaming-wifi-atx-motherboard?_pos=63&_sid=40e6b1494&_ss=r
Motherboards,119,Asus,ASUS PRIME H510M-K R2.0 Micro ATX Motherboard,"₱3,800.00",//pcx.com.ph/cdn/shop/files/1.MB-ASUS-PRIME-H510M-K-R2.0.jpg?v=1692061254&width=1,/products/asus-prime-h510m-k-r2-0-micro-atx-motherboard?_pos=64&_sid=40e6b1494&_ss=r
Motherboards,120,Asus,ASUS ROG STRIX B550-F GAMING WIFI II ATX Motherboard,"₱12,450.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-STRIX-B550-F-GAMING-WIFI-II-1.jpg?v=1743993057&width=1,/products/asus-rog-strix-b550-f-gaming-wifi-ii-atx-motherboard?_pos=65&_sid=40e6b1494&_ss=r
Motherboards,121,HyperX,ASUS PRIME H610M-F WiFi D4 micro-ATX Motherboard,"₱4,700.00",//pcx.com.ph/cdn/shop/files/MB-ASUSPRIMEH610M-FWIFID41.jpg?v=1762312803&width=1,/products/asus-prime-h610m-f-wifi-d4-micro-atx-motherboard?_pos=66&_sid=40e6b1494&_ss=r
Motherboards,122,Asus,ASUS STRIX X870E-E GAMING WIFI ATX Motherboard,"₱37,100.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-STRIX-X870E-E-GAMING-WIFI-1.jpg?v=1732757926&width=1,/products/asus-strix-x870e-e-gaming-wifi-atx-motherboard?_pos=67&_sid=40e6b1494&_ss=r
Motherboards,123,Asus,ASUS TUF GAMING B860M-PLUS WIFI Micro-ATX Motherboard,"₱15,600.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-TUF-GAMING-B860M-PLUS-WIFI-1.jpg?v=1737959956&width=1,/products/asus-tuf-gaming-b860m-plus-wifi-micro-atx-motherboard?_pos=68&_sid=40e6b1494&_ss=r
Motherboards,124,Asus,ASUS PRIME A620M-K/CSM micro-ATX Motherboard,"₱5,750.00",//pcx.com.ph/cdn/shop/files/MB-ASUSPRIMEA620M-KCSM1.jpg?v=1756178804&width=1,/products/asus-prime-a620m-k-csm-micro-atx-motherboard?_pos=69&_sid=40e6b1494&_ss=r
Motherboards,125,MSI,MSI PRO B860M-A WIFI Micro-ATX Motherboard,"₱12,310.00",//pcx.com.ph/cdn/shop/files/MB-MSI-PRO-B860M-A-WIFI-1_a7ea2896-e9d9-4ba4-9576-c96c9fd7e05c.jpg?v=1752498921&width=1,/products/msi-pro-b860m-a-wifi-micro-atx-motherboard?_pos=70&_sid=40e6b1494&_ss=r
Motherboards,126,MSI,MSI PRO Z790-A MAX WIFI ATX Motherboard,"₱16,450.00",//pcx.com.ph/cdn/shop/files/MB-MSIPROZ790-AMAXWIFI5.jpg?v=1764818741&width=1,/products/msi-pro-z790-a-max-wifi-motherboard?_pos=71&_sid=40e6b1494&_ss=r
Motherboards,127,Gigabyte,GIGABYTE X870 AORUS ELITE ICE WIFI 7 ATX Motherboard,"₱19,850.00",//pcx.com.ph/cdn/shop/files/MB-GIGABYTE-X870-AORUS-ELITE-ICE-WIFI-7-1.jpg?v=1733728093&width=1,/products/gigabyte-x870-aorus-elite-ice-wifi-7-atx-motherboard?_pos=72&_sid=40e6b1494&_ss=r
Motherboards,128,MSI,MSI B860M GAMING PLUS WIFI Micro-ATX Motherboard,"₱12,200.00",//pcx.com.ph/cdn/shop/files/MB-MSI-B860M-GAMING-PLUS-WIFI-1.jpg?v=1738544454&width=1,/products/msi-b860m-gaming-plus-wifi-micro-atx-motherboard?_pos=73&_sid=40e6b1494&_ss=r
Motherboards,129,ASRock,ASROCK H610M-HDV/M.2+ D5 micro-ATX Motherboard,"₱4,700.00",//pcx.com.ph/cdn/shop/files/MB-ASROCKH610M-HDVM.2_D51.jpg?v=1756176403&width=1,/products/asrock-h610m-hdv-m-2-d5-micro-atx-motherboard?_pos=74&_sid=40e6b1494&_ss=r
Motherboards,130,MSI,MSI H510M-A PRO MIcro-ATX Motherboard,"₱4,050.00",//pcx.com.ph/cdn/shop/files/MB-MSI-H510M-A-PRO-1.jpg?v=1700546373&width=1,/products/msi-h510m-a-pro-micro-atx-motherboard?_pos=75&_sid=40e6b1494&_ss=r
Motherboards,131,Asus,ASUS PRIME H610M-K D4/CSM micro-ATX Motherboard,"₱4,400.00",//pcx.com.ph/cdn/shop/files/MB-ASUSPRIMEH610M-KD4CSM1.jpg?v=1760404839&width=1,/products/asus-prime-h610m-k-d4csm-micro-atx-motherboard?_pos=76&_sid=40e6b1494&_ss=r
Motherboards,132,Asus,ASUS PRIME X870-P WIFI-CSM ATX Motherboard,"₱19,600.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-PRIME-X870-P-WIFI-CSM-1.jpg?v=1738118470&width=1,/products/asus-prime-x870-p-wifi-csm-atx-motherboard?_pos=77&_sid=40e6b1494&_ss=r
Motherboards,133,Asus,ASUS TUF GAMING Z890-PRO WIFI ATX Motherboard,"₱24,250.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-TUF-GAMING-Z890-PRO-WIFI-1.jpg?v=1732242714&width=1,/products/asus-tuf-gaming-z890-pro-wifi-atx-motherboard?_pos=78&_sid=40e6b1494&_ss=r
Motherboards,134,Asus,ASUS ROG STRIX X870-A GAMING WIFI ATX Motherboard,"₱26,100.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-ROG-STRIX-X870-A-GAMING-WIFI-1.jpg?v=1727682653&width=1,/products/asus-rog-strix-x870-a-gaming-wifi-atx-motherboard?_pos=79&_sid=40e6b1494&_ss=r
Motherboards,135,Asus,ASUS TUF GAMING Z890-PLUS WIFI ATX Motherboard,"₱23,000.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-TUF-GAMING-Z890-PLUS-WIFI-1.jpg?v=1732241954&width=1,/products/asus-tuf-gaming-z890-plus-wifi-atx-motherboard?_pos=80&_sid=40e6b1494&_ss=r
Motherboards,136,Asus,ASUS ROG STRIX Z890-F GAMING WIFI ATX Motherboard,"₱31,750.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-STRIX-Z890-F-GAMING-WIFI-1.jpg?v=1732241035&width=1,/products/asus-rog-strix-z890-f-gaming-wifi-atx-motherboard?_pos=81&_sid=40e6b1494&_ss=r
Motherboards,137,MSI,MSI PRO Z790-A WIFI DDR4 ATX Motherboard,"₱15,600.00",//pcx.com.ph/cdn/shop/files/MB-MSIPROZ790-AWIFIDDR45.jpg?v=1764816483&width=1,/products/msi-pro-z790-a-wifi-ddr4-motherboard?_pos=82&_sid=40e6b1494&_ss=r
Motherboards,138,Asus,ASUS PRIME B860M-A WIFI CSM Micro-ATX Motherboard,"₱12,900.00",//pcx.com.ph/cdn/shop/files/MB-ASUS-PRIME-B860M-A-WIFI-CSM-1.jpg?v=1737958385&width=1,/products/asus-prime-b860m-a-wifi-csm-micro-atx-motherboard?_pos=83&_sid=40e6b1494&_ss=r
Motherboards,139,MSI,MSI PRO H610M-E DDR4 Micro-ATX Motheboard,"₱3,750.00",//pcx.com.ph/cdn/shop/files/1.MB-MSI-PRO-H610M-E-DDR4.jpg?v=1692085416&width=1,/products/msi-pro-h610m-e-ddr4-micro-atx-motheboard?_pos=84&_sid=40e6b1494&_ss=r
Motherboards,140,PCX,PCX LFH WHIZ (GI31200) Intel® Core™ i3 Desktop Package - Powered By ASUS,"₱18,200.00",//pcx.com.ph/cdn/shop/files/WHIZ12100.jpg?v=1765274439&width=1,/products/pcx-lfh-whiz-g-i31200-intel-core-i3-desktop-package-powered-by-asus?_pos=85&_sid=40e6b1494&_ss=r
Motherboards,141,PCX,PCX GFH HYDRA (D5-5060) Gaming Desktop - Powered By ASUS,"₱50,995.00",//pcx.com.ph/cdn/shop/files/HYDRAD5-5060.jpg?v=1760434073&width=1,/products/pcx-gfh-hydra-d5-5060-gaming-desktop-powered-by-asus?_pos=86&_sid=40e6b1494&_ss=r
Motherboards,142,PCX,PCX LFH MAVEN PRO (14400) Intel® Core™ i5 Desktop,"₱24,500.00",//pcx.com.ph/cdn/shop/files/MavenPro144001.jpg?v=1765274269&width=1,/products/pcx-lfh-maven-pro-14400-intel-core-i5-desktop?_pos=87&_sid=40e6b1494&_ss=r
Motherboards,143,PCX,PCX LFH GENIUS (X) Intel® Core™ i3 Desktop Package,"₱12,995.00",//pcx.com.ph/cdn/shop/files/APPMP_-_PCX_LFH_GENIUS_X.jpg?v=1736739764&width=1,/products/pcx-lfh-genius-x-intel-core-i3-desktop-package?_pos=88&_sid=40e6b1494&_ss=r
Motherboards,144,PCX,PCX LFH GENIUS (R3) AMD Ryzen™ 3 Desktop,"₱10,995.00",//pcx.com.ph/cdn/shop/files/GENIUSR31.jpg?v=1765273869&width=1,/products/pcx-lfh-genius-r3-amd-ryzen-3-desktop?_pos=89&_sid=40e6b1494&_ss=r
Motherboards,145,PCX,PCX LFH MAVEN (PRO 12400) Intel® Core™ i5 Desktop Package,"₱19,995.00",//pcx.com.ph/cdn/shop/files/MAVENPRO12400_f2af9a72-b3e4-4e84-9551-f87089b53dab.jpg?v=1765274226&width=1,/products/pcx-lfh-maven-pro-12400-intel-core-i5-desktop-package?_pos=91&_sid=40e6b1494&_ss=r
Motherboards,146,Trendsonic,TRENDSONIC Vouge FC-VG25M W/ 700W PSU - Micro-ATX Chassis,"₱1,200.00",//pcx.com.ph/cdn/shop/files/CASE-TRENDSONIC-VOGUE-FC-VG25M-W-700W-PSU-1.jpg?v=1748237269&width=1,/products/trendsonic-vouge-fc-vg25m-w-700w-psu-micro-atx-chassis?_pos=93&_sid=40e6b1494&_ss=r
Motherboards,147,Asus,ASUS ROG G700TF (7265KF077WSM) GeForce RTX™ 5070 Ti Gaming Desktop,"₱192,950.00",//pcx.com.ph/cdn/shop/files/ASUSROGG700TF-7265KF077WSM_BLK_-OCTOBERWITHCHAIR_fdfa12c3-6651-4861-9e14-6bb76d894225.jpg?v=1761722572&width=1,/products/asus-rog-g700tf-7265kf077wsm-geforce-rtx-5070-ti-gaming-desktop?_pos=94&_sid=40e6b1494&_ss=r
Motherboards,150,PCX,PCX GFH HYDRA i5 V2 - TEAMGROUP GeForce RTX™ 4060 Dual OC Gaming Desktop - Powered By ASUS,"₱45,500.00",//pcx.com.ph/cdn/shop/files/HYDRA_V2_8ab69194-ddbb-4690-8fe9-54186d19f356.jpg?v=1749030084&width=1,/products/pcx-gfh-hydra-i5-v2-teamgroup-geforce-rtx-4060-dual-oc-gaming-desktop-powered-by-asus?_pos=97&_sid=40e6b1494&_ss=r
Motherboards,151,PCX,PCX LFH VIRTOUSO (GI512400) Intel® Core™ i5 Desktop - Powered By ASUS,"₱19,995.00",//pcx.com.ph/cdn/shop/files/VIRTUOSO12400_04bc2530-4b45-402d-aaa5-ec5a8331a998.jpg?v=1765274403&width=1,/products/pcx-lfh-virtuoso-gi512400-intel-core-i5-desktop-powered-by-asus?_pos=98&_sid=40e6b1494&_ss=r
Motherboards,152,PCX,PCX GFH DRAGON FORGE (R9-5070) AMD Ryzen™ 9 Gaming Desktop,"₱125,500.00",//pcx.com.ph/cdn/shop/files/PCX-Dragon-Forge-R9-RTX-5070-OC.jpg?v=1757316222&width=1,/products/pcx-gfh-dragon-forge-r9-5070-amd-ryzen-9-gaming-desktop?_pos=99&_sid=40e6b1494&_ss=r
Cooling,149,Cooler Master,COOLER MASTER MASTERBOX TD500 V2 (TD500V2-KGNN-S00) Mesh Chassis (Black),"₱4,400.00",//pcx.com.ph/cdn/shop/files/CASE-COOLER-MASTER-MASTERBOX-TD500-MESH-V2-BLK-1.jpg?v=1704424730&width=1,/products/cooler-master-masterbox-td500-v2-td500v2-kgnn-s00-mesh-chassis-black?_pos=96&_sid=40e6b1494&_ss=r
Cases,148,Trendsonic,TRENDSONIC HERMES HE19A Tempered Glass RGB ATX Mid Tower Gaming Chassis,"₱1,800.00",//pcx.com.ph/cdn/shop/files/CASE-TRENDSONIC-HERMES-HE19A-BLK-TG-RGB-1_c29088f3-d994-4f3d-83a0-248edf3c2ad0.jpg?v=1752498043&width=1,/products/trendsonic-hermes-he19a-tempered-glass-rgb-atx-mid-tower-gaming-chassis?_pos=95&_sid=40e6b1494&_ss=r
Cases,154,Trendsonic,TRENDSONIC ARTEMIS AR17A Tempered Glass Gaming Chassis,"₱2,650.00",//pcx.com.ph/cdn/shop/files/CASE-TRENDSONICARTEMISAR17ATGARGB.jpg?v=1754293130&width=1,/products/trendsonic-artemis-ar17a-tempered-glass-gaming-chassis?_pos=102&_sid=40e6b1494&_ss=r
Motherboards,156,PCX,PCX GFH MORPH (DELTA LX) AMD Ryzen™ 5 Desktop - Powered By ASUS,"₱23,500.00",//pcx.com.ph/cdn/shop/files/MORPHDELTALX.jpg?v=1757473414&width=1,/products/pcx-gfh-morph-delta-lx-amd-ryzen%E2%84%A2-5-desktop-powered-by-asus?_pos=105&_sid=40e6b1494&_ss=r
Motherboards,157,PCX,PCX GFH DRAKE R7 (9060XT) Radeon™ RX 9060 XT AMD Ryzen™ 7 Desktop - Powered by ASUS,"₱60,500.00",//pcx.com.ph/cdn/shop/files/PCXGFHDRAKER7_9060XT.jpg?v=1763107035&width=1,/products/pcx-gfh-drake-r7-9060xt-radeon-rx-9060-xt-amd-ryzen-7-desktop-powered-by-asus?_pos=107&_sid=40e6b1494&_ss=r
Motherboards,159,PCX,PCX GFH MORPH (DELTA-5060) GeForce RTX™ 5060 AMD Ryzen™ 5 Desktop,"₱43,500.00",//pcx.com.ph/cdn/shop/files/MORPHDELTA5060.jpg?v=1754618377&width=1,/products/pcx-gfh-morph-delta-5060-geforce-rtx-5060-amd-ryzen-5-desktop?_pos=109&_sid=40e6b1494&_ss=r
Motherboards,165,PCX,PCX PROJECT S (PRO-R95080) GeForce RTX™ 5080 AMD Ryzen™ 9 Gaming Desktop - Powered By ASUS,"₱258,995.00",//pcx.com.ph/cdn/shop/files/PCXPROJECTSPRO-R95080.jpg?v=1763691510&width=1,/products/pcx-project-s-pro-r95080-geforce-rtx-5080-amd-ryzen-9-gaming-desktop-powered-by-asus?_pos=115&_sid=40e6b1494&_ss=r
Motherboards,166,PCX,PCX GFH MORPH (Ai-5060Ti) GeForce RTX™ 5060 Ti Intel® Core™ Ultra 7 Desktop - Powered By ASUS,"₱110,500.00",//pcx.com.ph/cdn/shop/files/MORPH_Ai-5060Ti.jpg?v=1754619018&width=1,/products/pcx-gfh-morph-ai-5060ti-geforce-rtx-5060-ti-intel-core-ultra-7-desktop-powered-by-asus?_pos=116&_sid=40e6b1494&_ss=r
Motherboards,167,PC Express,PCX LFH DOYEN (G1712700) Intel® Core™ i7 Desktop Package - Powered By ASUS,"₱26,500.00",//pcx.com.ph/cdn/shop/files/DOYEN_x_NOV_2024.jpg?v=1730352357&width=1,/products/pcx-lfh-doyen-g-i712700-intel-core-i7-desktop-package-powered-by-asus?_pos=117&_sid=40e6b1494&_ss=r
Motherboards,169,PCX,PCX Centaur (U7-5070 OC) GeForce RTX™ 5070 OC Gaming Desktop - Powered by ASUS,"₱139,950.00",//pcx.com.ph/cdn/shop/files/PCX-Centaur-U7.jpg?v=1758793235&width=1,/products/pcx-gfh-centaur-studio-u7-5070-oc-geforce-rtx-5070-oc-gaming-desktop-powered-by-asus?_pos=119&_sid=40e6b1494&_ss=r
Motherboards,170,PCX,PCX GFH CENTAUR STUDIO (R9-5070 OC) GeForce RTX™ 5070 OC Gaming Desktop - Powered By ASUS,"₱139,950.00",//pcx.com.ph/cdn/shop/files/PCX-Centaur-R9.jpg?v=1751528742&width=1,/products/pcx-gfh-centaur-studio-r9-5070-oc-geforce-rtx-5070-oc-gaming-desktop-powered-by-asus?_pos=120&_sid=40e6b1494&_ss=r
Motherboards,171,PCX,PCX GFH GRIFFIN PANO (R5) GeForce RTX™ 4060 AMD Ryzen™ 5 Desktop,"₱44,995.00",//pcx.com.ph/cdn/shop/files/Griffin_Pano_R5.jpg?v=1757146488&width=1,/products/pcx-gfh-griffin-pano-r5-geforce-rtx-4060-amd-ryzen-5-desktop?_pos=122&_sid=40e6b1494&_ss=r
Motherboards,172,PCX,PCX GFH DRAKE (R7) GeForce RTX™ 5060 AMD Ryzen™ 7 Desktop - Powered By ASUS,"₱65,995.00",//pcx.com.ph/cdn/shop/files/DRAKER75060PRIMEFORPOWER.jpg?v=1754617206&width=1,/products/pcx-gfh-drake-r7-geforce-rtx-5060-amd-ryzen-7-desktop-powered-by-asus?_pos=123&_sid=40e6b1494&_ss=r
Motherboards,174,PCX,PCX LFH GENIUS G Intel® Pentium G6400 Desktop Package - Powered By ASUS,"₱10,995.00",//pcx.com.ph/cdn/shop/files/10THGENLFHGENIUSG.jpg?v=1718948736&width=1,/products/pcx-lfh-genius-g-intel-pentium-g6400-desktop-package?_pos=125&_sid=40e6b1494&_ss=r
Motherboards,176,PCX,PCX LFH MAVEN (1314100) Windows 11 Desktop,"₱23,500.00",//pcx.com.ph/cdn/shop/files/MAVENi314100.jpg?v=1765274147&width=1,/products/pcx-lfh-maven-1314100-windows-11-desktop?_pos=127&_sid=40e6b1494&_ss=r
Cooling,163,Cooler Master,COOLER MASTER MASTERBOX MB520 Mesh White (MB520-WGNN-S00) Tempered Glass Mid Tower ATX Chassis,"₱5,550.00",//pcx.com.ph/cdn/shop/files/CASE-COOLER-MASTER-MASTERBOX-MB520-MESH-WHT-TG-2.jpg?v=1704423995&width=1,/products/copy-of-cooler-master-masterbox-mb520-mesh-black-mb520-kgnn-s00-tempered-glass-mid-tower-atx-chassis?_pos=113&_sid=40e6b1494&_ss=r
Memory,168,ADATA,ADATA 16GB (2x 8GB) DDR4 3200MHz (AX4U32008G16A-DTBKD35) XPG GAMMIX D35 Desktop Memory,"₱4,500.00",//pcx.com.ph/cdn/shop/files/RAM-ADATA-16GB-DDR4-3200MHZ-XPG-GAMMIX-D35.jpg?v=1764922041&width=1,/products/adata-16gb-2x-8gb-ddr4-3200mhz-ax4u32008g16a-dtbkd35-xpg-gammix-d35-desktop-memory?_pos=118&_sid=40e6b1494&_ss=r
Cases,160,Antec,ANTEC VX300M Tempered Glass mATX Mini Tower Gaming Chassis,"₱2,400.00",//pcx.com.ph/cdn/shop/files/CASE-ANTECVX300MTEMPEREDGLASSARGB.jpg?v=1754291875&width=1,/products/antec-vx300m-tempered-glass-matx-mini-tower-gaming-chassis?_pos=110&_sid=40e6b1494&_ss=r
Cases,164,LIAN LI,LIAN LI O11 Vison Compact Tempered Glass Tower Chassis (Black),"₱7,850.00",//pcx.com.ph/cdn/shop/files/CASE-LIAN-LI-O11-VISION-COMPACT-BLACK-1.jpg?v=1741673986&width=1,/products/lian-li-o11-vison-compact-tempered-glass-tower-chassis-black?_pos=114&_sid=40e6b1494&_ss=r
Cases,161,Asus,ASUS A21 (90DC00H0-B00000) Tempered Glass Micro-ATX Gaming Chassis (Black),"₱3,500.00",//pcx.com.ph/cdn/shop/files/1_ba4bfb96-6f70-4598-bc7c-b96f938e6d8d.jpg?v=1695353378&width=1,/products/asus-a21-90dc00h0-b00000-tempered-glass-micro-atx-gaming-chassis-black?_pos=111&_sid=40e6b1494&_ss=r
Cases,173,MSI,MSI MAG FORGE M100A ARGB Tempered Glass Chassis (Black),"₱2,200.00",//pcx.com.ph/cdn/shop/files/CASE-MSI-MAG-FORGE-M100A-TG-ARGB-BLK-1.jpg?v=1744335662&width=1,/products/msi-mag-forge-m100a-argb-tempered-glass-chassis-black?_pos=124&_sid=40e6b1494&_ss=r
Motherboards,182,PCX,PCX GFH MORPH DELTA (3050) Intel® Core™ i5 Desktop - Powered By ASUS,"₱42,500.00",//pcx.com.ph/cdn/shop/files/MORPHDELTA3050.jpg?v=1764551856&width=1,/products/pcx-gfh-morph-delta-3050-intel-core-i5-desktop-powered-by-asus?_pos=135&_sid=40e6b1494&_ss=r
Motherboards,184,PCX,PCX LFH MAVEN (i3 WIN11) Intel® Core™ i3 Desktop Package,"₱20,650.00",//pcx.com.ph/cdn/shop/files/MAVENi312100.jpg?v=1765274064&width=1,/products/pcx-lfh-maven-i3-win11-intel-core-i3-desktop-package?_pos=137&_sid=40e6b1494&_ss=r
Motherboards,186,PCX,PCX GFH DRAKE R7 VITALITY ESPORTS GeForce RTX™ 5060 AMD Ryzen™ 7 Gaming Desktop - Powered By ASUS,"₱102,995.00",//pcx.com.ph/cdn/shop/files/DRAKER75060VITALITYESPORTS.jpg?v=1754617178&width=1,/products/pcx-gfh-drake-r7-vitality-esports-geforce-rtx-5060-amd-ryzen-7-gaming-desktop-powered-by-asus?_pos=139&_sid=40e6b1494&_ss=r
Motherboards,187,PCX,PCX GFH MAVEN G (i7-5060) GeForce RTX™ 5060 Gaming Desktop,"₱70,995.00",//pcx.com.ph/cdn/shop/files/MAVENG_i7-5060.jpg?v=1761114605&width=1,/products/pcx-gfh-maven-g-i7-5060-geforce-rtx-5060-gaming-desktop?_pos=140&_sid=40e6b1494&_ss=r
Motherboards,188,Asus,ASUS TUF Gaming GT301 RGB TG with Fan Gaming Chassis,"₱4,800.00",//pcx.com.ph/cdn/shop/files/CASE-ASUS-TUF-GAMING-GT301-ARGB-TG-1.jpg?v=1700812953&width=1,/products/asus-tuf-gaming-gt301-rgb-tg-with-fan-gaming-chassis?_pos=141&_sid=40e6b1494&_ss=r
